Geneid	Chr	Start	End	Strand
all_samples_summits_57456	chrX	7670169	7670669	.
all_samples_summits_57457	chrX	7671120	7671620	.
all_samples_summits_57458	chrX	7673849	7674349	.
all_samples_summits_57459	chrX	7679652	7680152	.
all_samples_summits_57460	chrX	7690431	7690931	.
all_samples_summits_57461	chrX	7696856	7697356	.
all_samples_summits_57462	chrX	7714384	7714884	.
all_samples_summits_57463	chrX	7721933	7722433	.
all_samples_summits_57464	chrX	7722727	7723227	.
all_samples_summits_57465	chrX	7724082	7724582	.
all_samples_summits_57466	chrX	7725458	7725958	.
all_samples_summits_57467	chrX	7727116	7727616	.
all_samples_summits_57468	chrX	7728084	7728584	.
all_samples_summits_57469	chrX	7739319	7739819	.
all_samples_summits_57470	chrX	7740062	7740562	.
all_samples_summits_57471	chrX	7741079	7741579	.
all_samples_summits_57472	chrX	7750725	7751225	.
all_samples_summits_57473	chrX	7762380	7762880	.
all_samples_summits_57474	chrX	7763686	7764186	.
all_samples_summits_57475	chrX	7765692	7766192	.
all_samples_summits_57476	chrX	7766585	7767085	.
all_samples_summits_57477	chrX	7789467	7789967	.
all_samples_summits_57478	chrX	7841030	7841530	.
all_samples_summits_57479	chrX	7841549	7842049	.
all_samples_summits_57480	chrX	7877962	7878462	.
all_samples_summits_57481	chrX	7879771	7880271	.
all_samples_summits_57482	chrX	7883752	7884252	.
all_samples_summits_57483	chrX	7899036	7899536	.
all_samples_summits_57484	chrX	7947684	7948184	.
all_samples_summits_57485	chrX	8073691	8074191	.
all_samples_summits_57486	chrX	8074490	8074990	.
all_samples_summits_57487	chrX	8096698	8097198	.
all_samples_summits_57488	chrX	8132257	8132757	.
all_samples_summits_57489	chrX	8145507	8146007	.
all_samples_summits_57490	chrX	8175811	8176311	.
all_samples_summits_57491	chrX	8192698	8193198	.
all_samples_summits_57492	chrX	8206309	8206809	.
all_samples_summits_57493	chrX	8218007	8218507	.
all_samples_summits_57494	chrX	8223070	8223570	.
all_samples_summits_57495	chrX	8238814	8239314	.
all_samples_summits_57496	chrX	8252163	8252663	.
all_samples_summits_57497	chrX	8892157	8892657	.
all_samples_summits_57498	chrX	8892751	8893251	.
all_samples_summits_57499	chrX	9199575	9200075	.
all_samples_summits_57500	chrX	9222807	9223307	.
all_samples_summits_57501	chrX	9240679	9241179	.
all_samples_summits_57502	chrX	9272491	9272991	.
all_samples_summits_57503	chrX	9332491	9332991	.
all_samples_summits_57504	chrX	9662703	9663203	.
all_samples_summits_57505	chrX	9747444	9747944	.
all_samples_summits_57506	chrX	9753089	9753589	.
all_samples_summits_57507	chrX	9777435	9777935	.
all_samples_summits_57508	chrX	9809165	9809665	.
all_samples_summits_57509	chrX	10216498	10216998	.
all_samples_summits_57510	chrX	10574766	10575266	.
all_samples_summits_57511	chrX	10714692	10715192	.
all_samples_summits_57512	chrX	10717131	10717631	.
all_samples_summits_57513	chrX	10717857	10718357	.
all_samples_summits_57514	chrX	10718922	10719422	.
all_samples_summits_57515	chrX	11086188	11086688	.
all_samples_summits_57516	chrX	11097511	11098011	.
all_samples_summits_57517	chrX	11182098	11182598	.
all_samples_summits_57518	chrX	11232422	11232922	.
all_samples_summits_57519	chrX	11664486	11664986	.
all_samples_summits_57520	chrX	11794914	11795414	.
all_samples_summits_57521	chrX	11807450	11807950	.
all_samples_summits_57522	chrX	11952106	11952606	.
all_samples_summits_57523	chrX	11998933	11999433	.
all_samples_summits_57524	chrX	12005561	12006061	.
all_samples_summits_57525	chrX	12006109	12006609	.
all_samples_summits_57526	chrX	12007097	12007597	.
all_samples_summits_57527	chrX	12053491	12053991	.
all_samples_summits_57528	chrX	12080260	12080760	.
all_samples_summits_57529	chrX	12086869	12087369	.
all_samples_summits_57530	chrX	12087583	12088083	.
all_samples_summits_57531	chrX	12088225	12088725	.
all_samples_summits_57532	chrX	12089529	12090029	.
all_samples_summits_57533	chrX	12090032	12090532	.
all_samples_summits_57534	chrX	12090989	12091489	.
all_samples_summits_57535	chrX	12122999	12123499	.
all_samples_summits_57536	chrX	12128507	12129007	.
all_samples_summits_57537	chrX	12129282	12129782	.
all_samples_summits_57538	chrX	12133286	12133786	.
all_samples_summits_57539	chrX	12134445	12134945	.
all_samples_summits_57540	chrX	12135392	12135892	.
all_samples_summits_57541	chrX	12158068	12158568	.
all_samples_summits_57542	chrX	12252280	12252780	.
all_samples_summits_57543	chrX	12302147	12302647	.
all_samples_summits_57544	chrX	12323294	12323794	.
all_samples_summits_57545	chrX	12365561	12366061	.
all_samples_summits_57546	chrX	12449645	12450145	.
all_samples_summits_57547	chrX	12471447	12471947	.
all_samples_summits_57548	chrX	12587468	12587968	.
all_samples_summits_57549	chrX	12673362	12673862	.
all_samples_summits_57550	chrX	12761680	12762180	.
all_samples_summits_57551	chrX	12839528	12840028	.
all_samples_summits_57552	chrX	12840130	12840630	.
all_samples_summits_57553	chrX	12855421	12855921	.
all_samples_summits_57554	chrX	12857834	12858334	.
all_samples_summits_57555	chrX	12873619	12874119	.
all_samples_summits_57556	chrX	12917047	12917547	.
all_samples_summits_57557	chrX	12926282	12926782	.
all_samples_summits_57558	chrX	13041694	13042194	.
all_samples_summits_57559	chrX	13064469	13064969	.
all_samples_summits_57560	chrX	13070432	13070932	.
all_samples_summits_57561	chrX	13071125	13071625	.
all_samples_summits_57562	chrX	13071741	13072241	.
all_samples_summits_57563	chrX	13072390	13072890	.
all_samples_summits_57564	chrX	13207932	13208432	.
all_samples_summits_57565	chrX	13229776	13230276	.
all_samples_summits_57566	chrX	13230562	13231062	.
all_samples_summits_57567	chrX	13242666	13243166	.
all_samples_summits_57568	chrX	13280720	13281220	.
all_samples_summits_57569	chrX	13281754	13282254	.
all_samples_summits_57570	chrX	13295360	13295860	.
all_samples_summits_57571	chrX	13344689	13345189	.
all_samples_summits_57572	chrX	13346903	13347403	.
all_samples_summits_57573	chrX	13350423	13350923	.
all_samples_summits_57574	chrX	13386272	13386772	.
all_samples_summits_57575	chrX	13461358	13461858	.
all_samples_summits_57576	chrX	13462982	13463482	.
all_samples_summits_57577	chrX	13469151	13469651	.
all_samples_summits_57578	chrX	13482534	13483034	.
all_samples_summits_57579	chrX	13490945	13491445	.
all_samples_summits_57580	chrX	13846512	13847012	.
all_samples_summits_57581	chrX	13847394	13847894	.
all_samples_summits_57582	chrX	16618330	16618830	.
all_samples_summits_57583	chrX	16619415	16619915	.
all_samples_summits_57584	chrX	16761413	16761913	.
all_samples_summits_57585	chrX	16817325	16817825	.
all_samples_summits_57586	chrX	16841688	16842188	.
all_samples_summits_57587	chrX	17571425	17571925	.
all_samples_summits_57588	chrX	17572113	17572613	.
all_samples_summits_57589	chrX	17721522	17722022	.
all_samples_summits_57590	chrX	18162190	18162690	.
all_samples_summits_57591	chrX	18162936	18163436	.
all_samples_summits_57592	chrX	18254695	18255195	.
all_samples_summits_57593	chrX	18873960	18874460	.
all_samples_summits_57594	chrX	18882375	18882875	.
all_samples_summits_57595	chrX	19095940	19096440	.
all_samples_summits_57596	chrX	19150534	19151034	.
all_samples_summits_57597	chrX	19162873	19163373	.
all_samples_summits_57598	chrX	19167020	19167520	.
all_samples_summits_57599	chrX	19168105	19168605	.
all_samples_summits_57600	chrX	19237646	19238146	.
all_samples_summits_57601	chrX	19904554	19905054	.
all_samples_summits_57602	chrX	20059236	20059736	.
all_samples_summits_57603	chrX	20162208	20162708	.
all_samples_summits_57604	chrX	20226675	20227175	.
all_samples_summits_57605	chrX	20291569	20292069	.
all_samples_summits_57606	chrX	20364247	20364747	.
all_samples_summits_57607	chrX	20418373	20418873	.
all_samples_summits_57608	chrX	20425443	20425943	.
all_samples_summits_57609	chrX	20426068	20426568	.
all_samples_summits_57610	chrX	20426682	20427182	.
all_samples_summits_57611	chrX	20547475	20547975	.
all_samples_summits_57612	chrX	20617375	20617875	.
all_samples_summits_57613	chrX	20662617	20663117	.
all_samples_summits_57614	chrX	20687549	20688049	.
all_samples_summits_57615	chrX	20688113	20688613	.
all_samples_summits_57616	chrX	20688732	20689232	.
all_samples_summits_57617	chrX	20704333	20704833	.
all_samples_summits_57618	chrX	20771641	20772141	.
all_samples_summits_57619	chrX	20819097	20819597	.
all_samples_summits_57620	chrX	20819988	20820488	.
all_samples_summits_57621	chrX	20848224	20848724	.
all_samples_summits_57622	chrX	20920787	20921287	.
all_samples_summits_57623	chrX	20950402	20950902	.
all_samples_summits_57624	chrX	20961837	20962337	.
all_samples_summits_57625	chrX	21061819	21062319	.
all_samples_summits_57626	chrX	21578533	21579033	.
all_samples_summits_57627	chrX	21579913	21580413	.
all_samples_summits_57628	chrX	21670794	21671294	.
all_samples_summits_57629	chrX	21688600	21689100	.
all_samples_summits_57630	chrX	21690133	21690633	.
all_samples_summits_57631	chrX	21695642	21696142	.
all_samples_summits_57632	chrX	21714812	21715312	.
all_samples_summits_57633	chrX	21716803	21717303	.
all_samples_summits_57634	chrX	23364832	23365332	.
all_samples_summits_57635	chrX	23423617	23424117	.
all_samples_summits_57636	chrX	23692676	23693176	.
all_samples_summits_57637	chrX	23694049	23694549	.
all_samples_summits_57638	chrX	35930778	35931278	.
all_samples_summits_57639	chrX	36111829	36112329	.
all_samples_summits_57640	chrX	36113423	36113923	.
all_samples_summits_57641	chrX	36115091	36115591	.
all_samples_summits_57642	chrX	36129266	36129766	.
all_samples_summits_57643	chrX	36146629	36147129	.
all_samples_summits_57644	chrX	36327028	36327528	.
all_samples_summits_57645	chrX	36328154	36328654	.
all_samples_summits_57646	chrX	36329137	36329637	.
all_samples_summits_57647	chrX	36329807	36330307	.
all_samples_summits_57648	chrX	36385280	36385780	.
all_samples_summits_57649	chrX	36597938	36598438	.
all_samples_summits_57650	chrX	36645196	36645696	.
all_samples_summits_57651	chrX	36740284	36740784	.
all_samples_summits_57652	chrX	36748561	36749061	.
all_samples_summits_57653	chrX	36749067	36749567	.
all_samples_summits_57654	chrX	36758492	36758992	.
all_samples_summits_57655	chrX	36795342	36795842	.
all_samples_summits_57656	chrX	36796062	36796562	.
all_samples_summits_57657	chrX	36806847	36807347	.
all_samples_summits_57658	chrX	36807743	36808243	.
all_samples_summits_57659	chrX	36814385	36814885	.
all_samples_summits_57660	chrX	36816537	36817037	.
all_samples_summits_57661	chrX	36830237	36830737	.
all_samples_summits_57662	chrX	36852567	36853067	.
all_samples_summits_57663	chrX	36863997	36864497	.
all_samples_summits_57664	chrX	36874059	36874559	.
all_samples_summits_57665	chrX	36903261	36903761	.
all_samples_summits_57666	chrX	36989361	36989861	.
all_samples_summits_57667	chrX	37085010	37085510	.
all_samples_summits_57668	chrX	37110110	37110610	.
all_samples_summits_57669	chrX	37126533	37127033	.
all_samples_summits_57670	chrX	37167020	37167520	.
all_samples_summits_57671	chrX	37190921	37191421	.
all_samples_summits_57672	chrX	38180001	38180501	.
all_samples_summits_57673	chrX	38189448	38189948	.
all_samples_summits_57674	chrX	38247036	38247536	.
all_samples_summits_57675	chrX	38247625	38248125	.
all_samples_summits_57676	chrX	38311094	38311594	.
all_samples_summits_57677	chrX	38428701	38429201	.
all_samples_summits_57678	chrX	38430984	38431484	.
all_samples_summits_57679	chrX	38445657	38446157	.
all_samples_summits_57680	chrX	38456230	38456730	.
all_samples_summits_57681	chrX	38457228	38457728	.
all_samples_summits_57682	chrX	38473483	38473983	.
all_samples_summits_57683	chrX	38564474	38564974	.
all_samples_summits_57684	chrX	38589694	38590194	.
all_samples_summits_57685	chrX	38600337	38600837	.
all_samples_summits_57686	chrX	38635065	38635565	.
all_samples_summits_57687	chrX	41911679	41912179	.
all_samples_summits_57688	chrX	41924646	41925146	.
all_samples_summits_57689	chrX	42050645	42051145	.
all_samples_summits_57690	chrX	42068005	42068505	.
all_samples_summits_57691	chrX	42107129	42107629	.
all_samples_summits_57692	chrX	42139879	42140379	.
all_samples_summits_57693	chrX	42148108	42148608	.
all_samples_summits_57694	chrX	42148858	42149358	.
all_samples_summits_57695	chrX	42150245	42150745	.
all_samples_summits_57696	chrX	42151975	42152475	.
all_samples_summits_57697	chrX	42153177	42153677	.
all_samples_summits_57698	chrX	47912203	47912703	.
all_samples_summits_57699	chrX	47912833	47913333	.
all_samples_summits_57700	chrX	47930327	47930827	.
all_samples_summits_57701	chrX	47949698	47950198	.
all_samples_summits_57702	chrX	47976468	47976968	.
all_samples_summits_57703	chrX	47977025	47977525	.
all_samples_summits_57704	chrX	48208464	48208964	.
all_samples_summits_57705	chrX	48256509	48257009	.
all_samples_summits_57706	chrX	48284466	48284966	.
all_samples_summits_57707	chrX	48285246	48285746	.
all_samples_summits_57708	chrX	48314508	48315008	.
all_samples_summits_57709	chrX	48341069	48341569	.
all_samples_summits_57710	chrX	48341753	48342253	.
all_samples_summits_57711	chrX	48343418	48343918	.
all_samples_summits_57712	chrX	48346522	48347022	.
all_samples_summits_57713	chrX	48410042	48410542	.
all_samples_summits_57714	chrX	48423630	48424130	.
all_samples_summits_57715	chrX	48453085	48453585	.
all_samples_summits_57716	chrX	48454066	48454566	.
all_samples_summits_57717	chrX	48462631	48463131	.
all_samples_summits_57718	chrX	48467412	48467912	.
all_samples_summits_57719	chrX	48513257	48513757	.
all_samples_summits_57720	chrX	48532073	48532573	.
all_samples_summits_57721	chrX	48594210	48594710	.
all_samples_summits_57722	chrX	48623470	48623970	.
all_samples_summits_57723	chrX	48694765	48695265	.
all_samples_summits_57724	chrX	49288062	49288562	.
all_samples_summits_57725	chrX	50549701	50550201	.
all_samples_summits_57726	chrX	50550351	50550851	.
all_samples_summits_57727	chrX	50566304	50566804	.
all_samples_summits_57728	chrX	50572633	50573133	.
all_samples_summits_57729	chrX	50580144	50580644	.
all_samples_summits_57730	chrX	50590643	50591143	.
all_samples_summits_57731	chrX	50591384	50591884	.
all_samples_summits_57732	chrX	50597071	50597571	.
all_samples_summits_57733	chrX	50600187	50600687	.
all_samples_summits_57734	chrX	50602817	50603317	.
all_samples_summits_57735	chrX	50605452	50605952	.
all_samples_summits_57736	chrX	50607595	50608095	.
all_samples_summits_57737	chrX	50612122	50612622	.
all_samples_summits_57738	chrX	50614788	50615288	.
all_samples_summits_57739	chrX	50616985	50617485	.
all_samples_summits_57740	chrX	50619910	50620410	.
all_samples_summits_57741	chrX	50623073	50623573	.
all_samples_summits_57742	chrX	50635165	50635665	.
all_samples_summits_57743	chrX	50841069	50841569	.
all_samples_summits_57744	chrX	51017830	51018330	.
all_samples_summits_57745	chrX	51018636	51019136	.
all_samples_summits_57746	chrX	51019817	51020317	.
all_samples_summits_57747	chrX	51065733	51066233	.
all_samples_summits_57748	chrX	51066775	51067275	.
all_samples_summits_57749	chrX	51146203	51146703	.
all_samples_summits_57750	chrX	51169559	51170059	.
all_samples_summits_57751	chrX	51204993	51205493	.
all_samples_summits_57752	chrX	51205579	51206079	.
all_samples_summits_57753	chrX	51373820	51374320	.
all_samples_summits_57754	chrX	52165069	52165569	.
all_samples_summits_57755	chrX	52220938	52221438	.
all_samples_summits_57756	chrX	52372373	52372873	.
all_samples_summits_57757	chrX	52374185	52374685	.
all_samples_summits_57758	chrX	52613773	52614273	.
all_samples_summits_57759	chrX	52912024	52912524	.
all_samples_summits_57760	chrX	52987849	52988349	.
all_samples_summits_57761	chrX	52988371	52988871	.
all_samples_summits_57762	chrX	53057006	53057506	.
all_samples_summits_57763	chrX	53161035	53161535	.
all_samples_summits_57764	chrX	53161554	53162054	.
all_samples_summits_57765	chrX	53162575	53163075	.
all_samples_summits_57766	chrX	53204898	53205398	.
all_samples_summits_57767	chrX	53268851	53269351	.
all_samples_summits_57768	chrX	53269606	53270106	.
all_samples_summits_57769	chrX	53370303	53370803	.
all_samples_summits_57770	chrX	53643527	53644027	.
all_samples_summits_57771	chrX	53670214	53670714	.
